Time[ms], WallSen FL, WallSen L, WallSen R, WallSen FR, Machine V, Mot V L, Mot V R, Mot V LR, Machine Angular, Mot Angular, IMU Angular Z, Machine Angle, Mot Angle, IMU Angle, Mot Distance X, Mot Distance Y, IMU Global Angle, IMU V
715 ,3197 ,1338 ,1491 ,2168 ,120 ,114.818459 ,131.221100 ,123.019783 ,0.000000 ,-14.684404 ,2.804878 ,0.000000 ,-0.367110 ,1.301335 ,-0.289058 ,79.117393 ,-2.677134 ,245.526367
716 ,3200 ,1338 ,1488 ,2170 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,3.963415 ,0.000000 ,-0.367110 ,1.305299 ,-0.289793 ,79.232208 ,-2.673171 ,246.579102
717 ,3200 ,1339 ,1486 ,2173 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,2.804878 ,0.000000 ,-0.352426 ,1.308103 ,-0.290449 ,79.338829 ,-2.670366 ,245.765625
718 ,3201 ,1335 ,1484 ,2177 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,0.914634 ,0.000000 ,-0.352426 ,1.309018 ,-0.291155 ,79.453644 ,-2.669451 ,244.952148
719 ,3200 ,1333 ,1480 ,2179 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,0.670732 ,0.000000 ,-0.367110 ,1.309689 ,-0.291838 ,79.560257 ,-2.668781 ,247.153320
720 ,3204 ,1333 ,1477 ,2180 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,2.073171 ,0.000000 ,-0.367110 ,1.311762 ,-0.292574 ,79.675072 ,-2.666708 ,247.488281
721 ,3207 ,1332 ,1476 ,2183 ,120 ,131.221100 ,98.415825 ,114.818459 ,0.000000 ,29.368809 ,2.743902 ,0.000000 ,-0.337741 ,1.314506 ,-0.293251 ,79.789886 ,-2.663964 ,245.382812
722 ,3209 ,1332 ,1475 ,2190 ,120 ,98.415825 ,131.221100 ,114.818459 ,0.000000 ,-29.368809 ,2.317073 ,0.000000 ,-0.367110 ,1.316823 ,-0.293987 ,79.904709 ,-2.661646 ,245.382812
723 ,3209 ,1329 ,1475 ,2191 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,3.170732 ,0.000000 ,-0.367110 ,1.319994 ,-0.294722 ,80.019524 ,-2.658476 ,247.057617
724 ,3209 ,1328 ,1472 ,2193 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,2.987805 ,0.000000 ,-0.352426 ,1.322981 ,-0.295378 ,80.126137 ,-2.655488 ,246.770508
725 ,3207 ,1324 ,1468 ,2193 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,0.914634 ,0.000000 ,-0.352426 ,1.323896 ,-0.296084 ,80.240952 ,-2.654573 ,246.100586
726 ,3209 ,1321 ,1467 ,2196 ,120 ,131.221100 ,114.818459 ,123.019783 ,0.000000 ,14.684404 ,-0.121951 ,0.000000 ,-0.337741 ,1.323774 ,-0.296810 ,80.363968 ,-2.654695 ,245.334961
727 ,3210 ,1319 ,1466 ,2200 ,120 ,98.415825 ,131.221100 ,114.818459 ,0.000000 ,-29.368809 ,0.975610 ,0.000000 ,-0.367110 ,1.324750 ,-0.297545 ,80.478790 ,-2.653720 ,245.047852
728 ,3209 ,1317 ,1464 ,2202 ,120 ,98.415825 ,98.415825 ,98.415825 ,0.000000 ,0.000000 ,1.341463 ,0.000000 ,-0.367110 ,1.326091 ,-0.298176 ,80.577202 ,-2.652378 ,243.612305
729 ,3208 ,1314 ,1464 ,2204 ,120 ,131.221100 ,114.818459 ,123.019783 ,0.000000 ,14.684404 ,0.426829 ,0.000000 ,-0.352426 ,1.326518 ,-0.298932 ,80.700218 ,-2.651951 ,243.181641
730 ,3212 ,1312 ,1461 ,2206 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,0.487805 ,0.000000 ,-0.352426 ,1.327006 ,-0.299639 ,80.815033 ,-2.651464 ,247.344727
731 ,3217 ,1309 ,1461 ,2211 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,1.219512 ,0.000000 ,-0.352426 ,1.328225 ,-0.300345 ,80.929848 ,-2.650244 ,245.765625
732 ,3217 ,1315 ,1460 ,2217 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,2.500000 ,0.000000 ,-0.367110 ,1.330725 ,-0.301028 ,81.036469 ,-2.647744 ,244.712891
733 ,3216 ,1307 ,1461 ,2216 ,120 ,131.221100 ,98.415825 ,114.818459 ,0.000000 ,29.368809 ,2.195122 ,0.000000 ,-0.337741 ,1.332921 ,-0.301705 ,81.151283 ,-2.645549 ,246.435547
734 ,3215 ,1304 ,1460 ,2216 ,120 ,98.415825 ,131.221100 ,114.818459 ,0.000000 ,-29.368809 ,0.731707 ,0.000000 ,-0.367110 ,1.333652 ,-0.302441 ,81.266098 ,-2.644817 ,246.435547
735 ,3216 ,1298 ,1459 ,2219 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,1.158537 ,0.000000 ,-0.367110 ,1.334811 ,-0.303176 ,81.380913 ,-2.643659 ,246.483398
736 ,3217 ,1296 ,1458 ,2222 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,2.317073 ,0.000000 ,-0.352426 ,1.337128 ,-0.303832 ,81.487534 ,-2.641341 ,245.430664
737 ,3218 ,1293 ,1458 ,2225 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,1.890244 ,0.000000 ,-0.352426 ,1.339018 ,-0.304538 ,81.602348 ,-2.639451 ,246.818359
738 ,3219 ,1292 ,1458 ,2228 ,120 ,114.818459 ,131.221100 ,123.019783 ,0.000000 ,-14.684404 ,0.243902 ,0.000000 ,-0.367110 ,1.339262 ,-0.305326 ,81.725365 ,-2.639207 ,246.579102
739 ,3221 ,1287 ,1458 ,2229 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,0.853659 ,0.000000 ,-0.367110 ,1.340116 ,-0.306062 ,81.840179 ,-2.638354 ,247.057617
740 ,3221 ,1284 ,1457 ,2231 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,1.524390 ,0.000000 ,-0.352426 ,1.341640 ,-0.306718 ,81.946793 ,-2.636829 ,248.301758
741 ,3225 ,1281 ,1459 ,2236 ,120 ,98.415825 ,98.415825 ,98.415825 ,0.000000 ,0.000000 ,0.670732 ,0.000000 ,-0.352426 ,1.342311 ,-0.307323 ,82.045212 ,-2.636159 ,248.588867
742 ,3230 ,1280 ,1461 ,2240 ,120 ,114.818459 ,131.221100 ,123.019783 ,0.000000 ,-14.684404 ,-0.182927 ,0.000000 ,-0.367110 ,1.342128 ,-0.308111 ,82.168228 ,-2.636342 ,248.875977
743 ,3227 ,1277 ,1462 ,2245 ,120 ,131.221100 ,131.221100 ,131.221100 ,0.000000 ,0.000000 ,0.243902 ,0.000000 ,-0.367110 ,1.342372 ,-0.308952 ,82.299446 ,-2.636098 ,248.588867
744 ,3229 ,1274 ,1460 ,2246 ,120 ,98.415825 ,98.415825 ,98.415825 ,0.000000 ,0.000000 ,1.280488 ,0.000000 ,-0.367110 ,1.343652 ,-0.309583 ,82.397858 ,-2.634817 ,248.923828
745 ,3227 ,1270 ,1460 ,2248 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,1.097561 ,0.000000 ,-0.352426 ,1.344750 ,-0.310239 ,82.504471 ,-2.633720 ,248.541016
746 ,3228 ,1266 ,1463 ,2250 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,0.304878 ,0.000000 ,-0.352426 ,1.345055 ,-0.310945 ,82.619293 ,-2.633415 ,249.115234
747 ,3227 ,1264 ,1463 ,2252 ,120 ,114.818459 ,131.221100 ,123.019783 ,0.000000 ,-14.684404 ,0.548781 ,0.000000 ,-0.367110 ,1.345603 ,-0.311733 ,82.742310 ,-2.632866 ,247.727539
748 ,3227 ,1260 ,1464 ,2256 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,1.280488 ,0.000000 ,-0.381795 ,1.346884 ,-0.312444 ,82.848923 ,-2.631585 ,246.387695
749 ,3227 ,1256 ,1464 ,2259 ,120 ,131.221100 ,98.415825 ,114.818459 ,0.000000 ,29.368809 ,1.219512 ,0.000000 ,-0.352426 ,1.348104 ,-0.313150 ,82.963737 ,-2.630366 ,247.392578
750 ,3228 ,1249 ,1462 ,2258 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,-0.243902 ,0.000000 ,-0.367110 ,1.347860 ,-0.313833 ,83.070351 ,-2.630610 ,246.244141
751 ,3233 ,1248 ,1464 ,2263 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,-0.548781 ,0.000000 ,-0.367110 ,1.347311 ,-0.314569 ,83.185165 ,-2.631159 ,244.856445
752 ,3233 ,1247 ,1469 ,2267 ,120 ,131.221100 ,114.818459 ,123.019783 ,0.000000 ,14.684404 ,0.609756 ,0.000000 ,-0.352426 ,1.347921 ,-0.315325 ,83.308189 ,-2.630549 ,245.430664
753 ,3232 ,1242 ,1471 ,2271 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,1.890244 ,0.000000 ,-0.367110 ,1.349811 ,-0.316008 ,83.414803 ,-2.628659 ,248.014648
754 ,3231 ,1238 ,1472 ,2273 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,2.195122 ,0.000000 ,-0.367110 ,1.352006 ,-0.316744 ,83.529617 ,-2.626463 ,248.445312
755 ,3234 ,1234 ,1473 ,2277 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,2.256098 ,0.000000 ,-0.381795 ,1.354262 ,-0.317454 ,83.636230 ,-2.624207 ,247.296875
756 ,3236 ,1228 ,1474 ,2280 ,120 ,131.221100 ,98.415825 ,114.818459 ,0.000000 ,29.368809 ,1.402439 ,0.000000 ,-0.352426 ,1.355664 ,-0.318161 ,83.751045 ,-2.622805 ,245.478516
757 ,3236 ,1229 ,1475 ,2283 ,120 ,114.818459 ,131.221100 ,123.019783 ,0.000000 ,-14.684404 ,0.304878 ,0.000000 ,-0.367110 ,1.355969 ,-0.318949 ,83.874069 ,-2.622500 ,242.368164
758 ,3237 ,1226 ,1477 ,2286 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,-0.243902 ,0.000000 ,-0.352426 ,1.355725 ,-0.319605 ,83.980682 ,-2.622744 ,241.315430
759 ,3238 ,1220 ,1478 ,2289 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,-0.060976 ,0.000000 ,-0.352426 ,1.355664 ,-0.320311 ,84.095497 ,-2.622805 ,241.746094
760 ,3239 ,1217 ,1479 ,2291 ,120 ,98.415825 ,131.221100 ,114.818459 ,0.000000 ,-29.368809 ,-0.304878 ,0.000000 ,-0.381795 ,1.355360 ,-0.321076 ,84.210312 ,-2.623110 ,243.373047
761 ,3241 ,1214 ,1481 ,2294 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,-0.609756 ,0.000000 ,-0.367110 ,1.354750 ,-0.321759 ,84.316925 ,-2.623720 ,242.559570
762 ,3245 ,1213 ,1486 ,2298 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,-0.000000 ,0.000000 ,-0.367110 ,1.354750 ,-0.322495 ,84.431747 ,-2.623720 ,242.990234
763 ,3244 ,1211 ,1489 ,2304 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,-0.000000 ,0.000000 ,-0.367110 ,1.354750 ,-0.323231 ,84.546562 ,-2.623720 ,245.574219
764 ,3243 ,1208 ,1490 ,2304 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,0.426829 ,0.000000 ,-0.381795 ,1.355177 ,-0.323941 ,84.653175 ,-2.623293 ,246.148438
765 ,3243 ,1205 ,1490 ,2307 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,2.012195 ,0.000000 ,-0.381795 ,1.357189 ,-0.324706 ,84.767990 ,-2.621281 ,246.674805
766 ,3243 ,1200 ,1492 ,2310 ,120 ,131.221100 ,114.818459 ,123.019783 ,0.000000 ,14.684404 ,3.231707 ,0.000000 ,-0.367110 ,1.360421 ,-0.325494 ,84.891006 ,-2.618049 ,247.201172
767 ,3243 ,1197 ,1495 ,2311 ,120 ,98.415825 ,98.415825 ,98.415825 ,0.000000 ,0.000000 ,2.926829 ,0.000000 ,-0.367110 ,1.363347 ,-0.326125 ,84.989426 ,-2.615122 ,246.052734
768 ,3243 ,1195 ,1496 ,2314 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,1.951220 ,0.000000 ,-0.367110 ,1.365299 ,-0.326861 ,85.104240 ,-2.613171 ,245.526367
769 ,3242 ,1189 ,1499 ,2316 ,120 ,114.818459 ,131.221100 ,123.019783 ,0.000000 ,-14.684404 ,2.073171 ,0.000000 ,-0.381795 ,1.367372 ,-0.327680 ,85.227257 ,-2.611098 ,246.674805
770 ,3245 ,1186 ,1502 ,2318 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,1.280488 ,0.000000 ,-0.367110 ,1.368652 ,-0.328363 ,85.333870 ,-2.609817 ,245.861328
771 ,3248 ,1184 ,1504 ,2320 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,-0.304878 ,0.000000 ,-0.381795 ,1.368347 ,-0.329074 ,85.440483 ,-2.610122 ,246.148438
772 ,3248 ,1184 ,1512 ,2326 ,120 ,131.221100 ,114.818459 ,123.019783 ,0.000000 ,14.684404 ,-0.914634 ,0.000000 ,-0.367110 ,1.367433 ,-0.329862 ,85.563499 ,-2.611037 ,247.249023
773 ,3250 ,1182 ,1514 ,2331 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,-1.097561 ,0.000000 ,-0.352426 ,1.366335 ,-0.330518 ,85.670120 ,-2.612134 ,246.387695
774 ,3246 ,1178 ,1514 ,2333 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,-1.280488 ,0.000000 ,-0.352426 ,1.365055 ,-0.331224 ,85.784935 ,-2.613415 ,246.148438
775 ,3247 ,1177 ,1517 ,2335 ,120 ,98.415825 ,131.221100 ,114.818459 ,0.000000 ,-29.368809 ,-1.036585 ,0.000000 ,-0.381795 ,1.364018 ,-0.331989 ,85.899750 ,-2.614451 ,246.244141
776 ,3250 ,1176 ,1520 ,2339 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,-1.158537 ,0.000000 ,-0.381795 ,1.362860 ,-0.332754 ,86.014565 ,-2.615610 ,245.287109
777 ,3252 ,1171 ,1523 ,2345 ,120 ,131.221100 ,98.415825 ,114.818459 ,0.000000 ,29.368809 ,-2.560976 ,0.000000 ,-0.352426 ,1.360299 ,-0.333461 ,86.129379 ,-2.618171 ,243.612305
778 ,3252 ,1170 ,1526 ,2348 ,120 ,98.415825 ,98.415825 ,98.415825 ,0.000000 ,0.000000 ,-4.695122 ,0.000000 ,-0.352426 ,1.355603 ,-0.334066 ,86.227798 ,-2.622866 ,242.750977
779 ,3251 ,1168 ,1528 ,2348 ,120 ,114.818459 ,131.221100 ,123.019783 ,0.000000 ,-14.684404 ,-4.817073 ,0.000000 ,-0.367110 ,1.350786 ,-0.334854 ,86.350815 ,-2.627683 ,241.937500
780 ,3252 ,1165 ,1530 ,2351 ,120 ,114.818459 ,131.221100 ,123.019783 ,0.000000 ,-14.684404 ,-2.256098 ,0.000000 ,-0.381795 ,1.348530 ,-0.335674 ,86.473831 ,-2.629939 ,245.191406
781 ,3256 ,1165 ,1534 ,2354 ,120 ,98.415825 ,98.415825 ,98.415825 ,0.000000 ,0.000000 ,-1.463415 ,0.000000 ,-0.381795 ,1.347067 ,-0.336330 ,86.572243 ,-2.631402 ,249.880859
782 ,3258 ,1164 ,1540 ,2361 ,120 ,131.221100 ,82.013184 ,106.617142 ,0.000000 ,44.053215 ,-3.597561 ,0.000000 ,-0.337741 ,1.343469 ,-0.336958 ,86.678856 ,-2.635000 ,249.641602
783 ,3257 ,1163 ,1543 ,2363 ,120 ,114.818459 ,131.221100 ,123.019783 ,0.000000 ,-14.684404 ,-4.512195 ,0.000000 ,-0.352426 ,1.338957 ,-0.337715 ,86.801880 ,-2.639512 ,246.866211
784 ,3257 ,1161 ,1544 ,2366 ,120 ,98.415825 ,131.221100 ,114.818459 ,0.000000 ,-29.368809 ,-3.475610 ,0.000000 ,-0.381795 ,1.335482 ,-0.338480 ,86.916695 ,-2.642988 ,245.047852
785 ,3255 ,1162 ,1548 ,2371 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,-2.439024 ,0.000000 ,-0.396479 ,1.333043 ,-0.339218 ,87.023308 ,-2.645427 ,247.440430
786 ,3255 ,1160 ,1551 ,2377 ,120 ,131.221100 ,98.415825 ,114.818459 ,0.000000 ,29.368809 ,-4.268293 ,0.000000 ,-0.367110 ,1.328774 ,-0.339953 ,87.138123 ,-2.649695 ,247.536133
787 ,3256 ,1158 ,1555 ,2382 ,120 ,131.221100 ,98.415825 ,114.818459 ,0.000000 ,29.368809 ,-6.768293 ,0.000000 ,-0.337741 ,1.322006 ,-0.340630 ,87.252937 ,-2.656464 ,245.717773
788 ,3257 ,1156 ,1559 ,2382 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,-5.731708 ,0.000000 ,-0.352426 ,1.316274 ,-0.341286 ,87.359558 ,-2.662195 ,246.387695
789 ,3256 ,1155 ,1564 ,2384 ,120 ,98.415825 ,131.221100 ,114.818459 ,0.000000 ,-29.368809 ,-1.219512 ,0.000000 ,-0.381795 ,1.315055 ,-0.342051 ,87.474373 ,-2.663415 ,249.737305
790 ,3258 ,1153 ,1564 ,2389 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,0.365854 ,0.000000 ,-0.381795 ,1.315421 ,-0.342816 ,87.589188 ,-2.663049 ,253.565430
791 ,3264 ,1152 ,1568 ,2393 ,120 ,131.221100 ,98.415825 ,114.818459 ,0.000000 ,29.368809 ,-2.317073 ,0.000000 ,-0.352426 ,1.313103 ,-0.343522 ,87.704002 ,-2.665366 ,252.512695
792 ,3262 ,1150 ,1575 ,2396 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,-5.548780 ,0.000000 ,-0.352426 ,1.307555 ,-0.344229 ,87.818817 ,-2.670915 ,249.880859
793 ,3261 ,1150 ,1581 ,2403 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,-5.548780 ,0.000000 ,-0.367110 ,1.302006 ,-0.344912 ,87.925438 ,-2.676464 ,249.833008
794 ,3262 ,1148 ,1583 ,2404 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,-3.292683 ,0.000000 ,-0.367110 ,1.298713 ,-0.345647 ,88.040253 ,-2.679756 ,251.029297
795 ,3263 ,1145 ,1585 ,2406 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,-2.439024 ,0.000000 ,-0.367110 ,1.296274 ,-0.346383 ,88.155067 ,-2.682195 ,252.847656
796 ,3265 ,1148 ,1589 ,2411 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,-3.658537 ,0.000000 ,-0.367110 ,1.292616 ,-0.347119 ,88.269882 ,-2.685854 ,254.713867
797 ,3267 ,1147 ,1591 ,2416 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,-3.231707 ,0.000000 ,-0.352426 ,1.289384 ,-0.347775 ,88.376495 ,-2.689085 ,256.197266
798 ,3265 ,1146 ,1595 ,2421 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,-2.317073 ,0.000000 ,-0.367110 ,1.287067 ,-0.348458 ,88.483116 ,-2.691402 ,255.958008
799 ,3265 ,1145 ,1599 ,2423 ,120 ,114.818459 ,131.221100 ,123.019783 ,0.000000 ,-14.684404 ,-2.682927 ,0.000000 ,-0.381795 ,1.284384 ,-0.349277 ,88.606133 ,-2.694085 ,254.522461
800 ,3270 ,1143 ,1601 ,2426 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,-4.268293 ,0.000000 ,-0.367110 ,1.280116 ,-0.349961 ,88.712746 ,-2.698354 ,254.809570
801 ,3271 ,1144 ,1605 ,2431 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,-5.365854 ,0.000000 ,-0.352426 ,1.274750 ,-0.350616 ,88.819359 ,-2.703720 ,255.048828
802 ,3271 ,1144 ,1613 ,2433 ,120 ,98.415825 ,98.415825 ,98.415825 ,0.000000 ,0.000000 ,-4.939024 ,0.000000 ,-0.352426 ,1.269811 ,-0.351222 ,88.917770 ,-2.708659 ,256.149414
803 ,3271 ,1145 ,1619 ,2439 ,120 ,114.818459 ,131.221100 ,123.019783 ,0.000000 ,-14.684404 ,-3.414634 ,0.000000 ,-0.367110 ,1.266396 ,-0.352010 ,89.040794 ,-2.712073 ,256.867188
804 ,3270 ,1144 ,1619 ,2441 ,120 ,114.818459 ,131.221100 ,123.019783 ,0.000000 ,-14.684404 ,-3.048780 ,0.000000 ,-0.381795 ,1.263347 ,-0.352830 ,89.163811 ,-2.715122 ,256.675781
805 ,3269 ,1145 ,1623 ,2445 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,-4.573171 ,0.000000 ,-0.367110 ,1.258774 ,-0.353513 ,89.270424 ,-2.719695 ,254.331055
806 ,3270 ,1144 ,1627 ,2450 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,-5.792683 ,0.000000 ,-0.352426 ,1.252982 ,-0.354169 ,89.377037 ,-2.725488 ,253.852539
807 ,3270 ,1142 ,1633 ,2457 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,-5.548780 ,0.000000 ,-0.367110 ,1.247433 ,-0.354852 ,89.483650 ,-2.731037 ,254.283203
808 ,3271 ,1144 ,1636 ,2461 ,120 ,114.818459 ,131.221100 ,123.019783 ,0.000000 ,-14.684404 ,-4.573171 ,0.000000 ,-0.381795 ,1.242860 ,-0.355671 ,89.606667 ,-2.735610 ,253.134766
809 ,3271 ,1140 ,1639 ,2461 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,-5.182927 ,0.000000 ,-0.367110 ,1.237677 ,-0.356355 ,89.713287 ,-2.740793 ,253.469727
810 ,3272 ,1141 ,1641 ,2465 ,120 ,131.221100 ,98.415825 ,114.818459 ,0.000000 ,29.368809 ,-7.682927 ,0.000000 ,-0.337741 ,1.229994 ,-0.357031 ,89.828102 ,-2.748476 ,251.699219
811 ,3275 ,1142 ,1646 ,2469 ,120 ,98.415825 ,131.221100 ,114.818459 ,0.000000 ,-29.368809 ,-8.536586 ,0.000000 ,-0.367110 ,1.221457 ,-0.357767 ,89.942917 ,-2.757012 ,250.455078
812 ,3273 ,1141 ,1650 ,2471 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,-7.865854 ,0.000000 ,-0.381795 ,1.213591 ,-0.358478 ,90.049530 ,-2.764878 ,250.120117
813 ,3273 ,1146 ,1659 ,2477 ,120 ,114.818459 ,131.221100 ,123.019783 ,0.000000 ,-14.684404 ,-6.829268 ,0.000000 ,-0.396479 ,1.206762 ,-0.359329 ,90.172546 ,-2.771708 ,252.608398
814 ,3271 ,1144 ,1662 ,2479 ,120 ,131.221100 ,82.013184 ,106.617142 ,0.000000 ,44.053215 ,-7.256098 ,0.000000 ,-0.352426 ,1.199506 ,-0.359985 ,90.279167 ,-2.778964 ,256.675781
815 ,3272 ,1143 ,1665 ,2483 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,-7.500000 ,0.000000 ,-0.337741 ,1.192006 ,-0.360613 ,90.385780 ,-2.786463 ,257.489258
816 ,3273 ,1146 ,1670 ,2487 ,120 ,82.013184 ,131.221100 ,106.617142 ,0.000000 ,-44.053215 ,-5.731708 ,0.000000 ,-0.381795 ,1.186274 ,-0.361324 ,90.492393 ,-2.792195 ,259.642578
817 ,3275 ,1145 ,1675 ,2493 ,120 ,114.818459 ,131.221100 ,123.019783 ,0.000000 ,-14.684404 ,-3.963415 ,0.000000 ,-0.396479 ,1.182311 ,-0.362175 ,90.615410 ,-2.796159 ,261.795898
818 ,3274 ,1145 ,1680 ,2498 ,120 ,131.221100 ,98.415825 ,114.818459 ,0.000000 ,29.368809 ,-2.987805 ,0.000000 ,-0.367110 ,1.179323 ,-0.362910 ,90.730225 ,-2.799146 ,261.365234
819 ,3276 ,1145 ,1683 ,2502 ,120 ,114.818459 ,98.415825 ,106.617142 ,0.000000 ,14.684404 ,-5.487805 ,0.000000 ,-0.352426 ,1.173835 ,-0.363566 ,90.836845 ,-2.804634 ,257.728516
820 ,3276 ,1145 ,1683 ,2502 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,-5.914634 ,0.000000 ,-0.367110 ,1.167921 ,-0.364249 ,90.943459 ,-2.810549 ,258.733398
821 ,3278 ,1146 ,1686 ,2506 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,-1.890244 ,0.000000 ,-0.381795 ,1.166030 ,-0.364960 ,91.050072 ,-2.812439 ,266.054688
822 ,3279 ,1145 ,1689 ,2508 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,0.182927 ,0.000000 ,-0.381795 ,1.166213 ,-0.365725 ,91.164886 ,-2.812256 ,267.825195
823 ,3282 ,1148 ,1696 ,2512 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,-1.890244 ,0.000000 ,-0.381795 ,1.164323 ,-0.366490 ,91.279701 ,-2.814147 ,265.863281
824 ,3281 ,1149 ,1704 ,2516 ,120 ,131.221100 ,98.415825 ,114.818459 ,0.000000 ,29.368809 ,-3.719512 ,0.000000 ,-0.352426 ,1.160603 ,-0.367196 ,91.394524 ,-2.817866 ,267.011719
825 ,3280 ,1150 ,1705 ,2521 ,120 ,98.415825 ,131.221100 ,114.818459 ,0.000000 ,-29.368809 ,-3.109756 ,0.000000 ,-0.381795 ,1.157494 ,-0.367961 ,91.509338 ,-2.820976 ,270.744141
826 ,3281 ,1151 ,1711 ,2523 ,120 ,98.415825 ,114.818459 ,106.617142 ,0.000000 ,-14.684404 ,-2.743902 ,0.000000 ,-0.396479 ,1.154750 ,-0.368699 ,91.615952 ,-2.823720 ,270.791992
827 ,3280 ,1151 ,1715 ,2526 ,120 ,131.221100 ,98.415825 ,114.818459 ,0.000000 ,29.368809 ,-3.414634 ,0.000000 ,-0.367110 ,1.151335 ,-0.369435 ,91.730766 ,-2.827134 ,270.839844
828 ,3280 ,1153 ,1719 ,2530 ,120 ,114.818459 ,114.818459 ,114.818459 ,0.000000 ,0.000000 ,-3.963415 ,0.000000 ,-0.367110 ,1.147372 ,-0.370170 ,91.845581 ,-2.831098 ,274.333008
