Time[ms], WallSen FL, WallSen L, WallSen R, WallSen FR, Machine V, Mot V L, Mot V R, Mot V LR, Machine Angular, Mot Angular, IMU Angular Z, Machine Angle, Mot Angle, IMU Angle, Mot Distance X, Mot Distance Y, IMU Global Angle, IMU V
512 ,334 ,67 ,3307 ,928 ,0 ,82.013184 ,-82.013184 ,0.000000 ,164.500000 ,146.844055 ,137.256104 ,0.000000 ,68.106270 ,63.987808 ,-0.656428 ,-1.108336 ,28.696161 ,-705.332031
513 ,334 ,60 ,3305 ,931 ,0 ,65.610550 ,-82.013184 ,-8.201319 ,161.000000 ,132.159637 ,131.890244 ,0.000000 ,68.238434 ,64.119698 ,-0.664045 ,-1.111377 ,28.828051 ,-704.375000
514 ,336 ,56 ,3307 ,936 ,0 ,65.610550 ,-82.013184 ,-8.201319 ,157.500000 ,132.159637 ,126.280487 ,0.000000 ,68.370590 ,64.245979 ,-0.671669 ,-1.114400 ,28.954332 ,-703.513672
515 ,339 ,57 ,3309 ,941 ,0 ,65.610550 ,-82.013184 ,-8.201319 ,154.000000 ,132.159637 ,122.378052 ,0.000000 ,68.502754 ,64.368355 ,-0.679299 ,-1.117405 ,29.076710 ,-700.403320
516 ,339 ,57 ,3309 ,941 ,0 ,65.610550 ,-82.013184 ,-8.201319 ,150.500000 ,132.159637 ,120.426834 ,0.000000 ,68.634911 ,64.488785 ,-0.686937 ,-1.120393 ,29.197136 ,-697.532227
517 ,341 ,54 ,3311 ,947 ,0 ,65.610550 ,-49.207912 ,8.201319 ,147.000000 ,102.790833 ,119.451225 ,0.000000 ,68.737701 ,64.608238 ,-0.679294 ,-1.117419 ,29.316587 ,-699.446289
518 ,345 ,53 ,3313 ,954 ,0 ,65.610550 ,-65.610550 ,0.000000 ,143.500000 ,117.475235 ,118.719513 ,0.000000 ,68.855179 ,64.726959 ,-0.679294 ,-1.117419 ,29.435307 ,-703.609375
519 ,348 ,51 ,3314 ,957 ,0 ,32.805275 ,-82.013184 ,-24.603956 ,140.000000 ,102.790833 ,116.890244 ,0.000000 ,68.957970 ,64.843849 ,-0.702257 ,-1.126253 ,29.552198 ,-709.782227
520 ,349 ,47 ,3314 ,960 ,0 ,49.207912 ,-65.610550 ,-8.201319 ,136.500000 ,102.790833 ,113.536591 ,0.000000 ,69.060760 ,64.957382 ,-0.709917 ,-1.129184 ,29.665733 ,-715.715820
521 ,352 ,45 ,3318 ,963 ,0 ,49.207912 ,-49.207912 ,0.000000 ,133.000000 ,88.106430 ,109.329269 ,0.000000 ,69.148865 ,65.066711 ,-0.709917 ,-1.129184 ,29.775063 ,-721.649414
522 ,359 ,43 ,3318 ,971 ,0 ,65.610550 ,-49.207912 ,8.201319 ,129.500000 ,102.790833 ,104.207321 ,0.000000 ,69.251656 ,65.170921 ,-0.702248 ,-1.126279 ,29.879271 ,-726.530273
523 ,360 ,47 ,3319 ,974 ,0 ,32.805275 ,-65.610550 ,-16.402637 ,126.000000 ,88.106430 ,98.841469 ,0.000000 ,69.339760 ,65.269760 ,-0.717596 ,-1.132066 ,29.978111 ,-726.960938
524 ,360 ,43 ,3317 ,978 ,0 ,32.805275 ,-82.013184 ,-24.603956 ,122.500000 ,102.790833 ,93.475609 ,0.000000 ,69.442551 ,65.363235 ,-0.740633 ,-1.140706 ,30.071589 ,-725.142578
525 ,363 ,43 ,3318 ,984 ,0 ,65.610550 ,-49.207912 ,8.201319 ,119.000000 ,102.790833 ,88.170731 ,0.000000 ,69.545341 ,65.451408 ,-0.732948 ,-1.137840 ,30.159758 ,-723.419922
526 ,364 ,41 ,3320 ,986 ,0 ,65.610550 ,-49.207912 ,8.201319 ,115.500000 ,102.790833 ,84.451225 ,0.000000 ,69.648132 ,65.535858 ,-0.725259 ,-1.134987 ,30.244209 ,-722.510742
527 ,367 ,43 ,3319 ,992 ,0 ,49.207912 ,-49.207912 ,0.000000 ,112.000000 ,88.106430 ,81.219513 ,0.000000 ,69.736244 ,65.617081 ,-0.725259 ,-1.134987 ,30.325430 ,-721.123047
528 ,368 ,41 ,3320 ,994 ,0 ,16.402637 ,-82.013184 ,-32.805275 ,108.500000 ,88.106430 ,78.658539 ,0.000000 ,69.824348 ,65.695740 ,-0.756051 ,-1.146302 ,30.404087 ,-717.534180
529 ,372 ,40 ,3321 ,997 ,0 ,32.805275 ,-49.207912 ,-8.201319 ,105.000000 ,73.422028 ,77.804878 ,0.000000 ,69.897774 ,65.773544 ,-0.763753 ,-1.149121 ,30.481894 ,-716.146484
530 ,373 ,38 ,3324 ,1001 ,0 ,65.610550 ,-32.805275 ,16.402637 ,101.500000 ,88.106430 ,77.439026 ,0.000000 ,69.985878 ,65.850983 ,-0.748341 ,-1.143507 ,30.559332 ,-716.672852
531 ,379 ,46 ,3327 ,1011 ,0 ,49.207912 ,-32.805275 ,8.201319 ,98.000000 ,73.422028 ,76.402443 ,0.000000 ,70.059296 ,65.927383 ,-0.740631 ,-1.140710 ,30.635735 ,-714.519531
532 ,379 ,40 ,3323 ,1012 ,0 ,16.402637 ,-65.610550 ,-24.603956 ,94.500000 ,73.422028 ,75.304878 ,0.000000 ,70.132721 ,66.002686 ,-0.763771 ,-1.149071 ,30.711039 ,-708.298828
533 ,382 ,40 ,3321 ,1013 ,0 ,16.402637 ,-49.207912 ,-16.402637 ,91.000000 ,58.737617 ,73.658539 ,0.000000 ,70.191460 ,66.076347 ,-0.779203 ,-1.154630 ,30.784698 ,-702.173828
534 ,384 ,39 ,3323 ,1016 ,0 ,32.805275 ,-16.402637 ,8.201319 ,87.500000 ,44.053215 ,71.219513 ,0.000000 ,70.235512 ,66.147568 ,-0.771485 ,-1.151856 ,30.855917 ,-699.446289
535 ,387 ,38 ,3324 ,1020 ,0 ,32.805275 ,-32.805275 ,0.000000 ,84.000000 ,58.737617 ,66.890244 ,0.000000 ,70.294250 ,66.214455 ,-0.771485 ,-1.151856 ,30.922808 ,-698.872070
536 ,388 ,40 ,3328 ,1022 ,0 ,32.805275 ,-32.805275 ,0.000000 ,80.500000 ,58.737617 ,63.231709 ,0.000000 ,70.352989 ,66.277687 ,-0.771485 ,-1.151856 ,30.986038 ,-696.431641
537 ,392 ,39 ,3325 ,1027 ,0 ,16.402637 ,-32.805275 ,-8.201319 ,77.000000 ,44.053215 ,59.085369 ,0.000000 ,70.397041 ,66.336777 ,-0.779211 ,-1.154608 ,31.045124 ,-694.613281
538 ,393 ,39 ,3326 ,1027 ,0 ,32.805275 ,-49.207912 ,-8.201319 ,73.500000 ,73.422028 ,54.268295 ,0.000000 ,70.470459 ,66.391045 ,-0.786940 ,-1.157349 ,31.099392 ,-695.283203
539 ,394 ,35 ,3327 ,1027 ,0 ,16.402637 ,-32.805275 ,-8.201319 ,70.000000 ,44.053215 ,49.146343 ,0.000000 ,70.514519 ,66.440186 ,-0.794672 ,-1.160085 ,31.148539 ,-697.292969
540 ,395 ,35 ,3329 ,1028 ,0 ,32.805275 ,-32.805275 ,0.000000 ,66.500000 ,58.737617 ,44.817074 ,0.000000 ,70.573250 ,66.485008 ,-0.794672 ,-1.160085 ,31.193356 ,-697.340820
541 ,395 ,41 ,3331 ,1034 ,0 ,32.805275 ,-32.805275 ,0.000000 ,63.000000 ,58.737617 ,41.219513 ,0.000000 ,70.631989 ,66.526222 ,-0.794672 ,-1.160085 ,31.234575 ,-694.852539
542 ,393 ,38 ,3328 ,1033 ,0 ,16.402637 ,-32.805275 ,-8.201319 ,59.500000 ,44.053215 ,38.658539 ,0.000000 ,70.676041 ,66.564880 ,-0.802411 ,-1.162799 ,31.273233 ,-692.364258
543 ,397 ,37 ,3326 ,1036 ,0 ,0.000000 ,-32.805275 ,-16.402637 ,56.000000 ,29.368809 ,36.829269 ,0.000000 ,70.705414 ,66.601715 ,-0.817893 ,-1.168219 ,31.310064 ,-690.019531
544 ,401 ,38 ,3329 ,1039 ,0 ,16.402637 ,-32.805275 ,-8.201319 ,52.500000 ,44.053215 ,35.243904 ,0.000000 ,70.749466 ,66.636955 ,-0.825635 ,-1.170923 ,31.345308 ,-688.536133
545 ,401 ,35 ,3329 ,1039 ,0 ,32.805275 ,0.000000 ,16.402637 ,49.000000 ,29.368809 ,33.292683 ,0.000000 ,70.778831 ,66.670250 ,-0.810147 ,-1.165523 ,31.378599 ,-689.158203
546 ,402 ,37 ,3332 ,1042 ,0 ,0.000000 ,-16.402637 ,-8.201319 ,45.500000 ,14.684404 ,31.280489 ,0.000000 ,70.793518 ,66.701530 ,-0.817892 ,-1.168221 ,31.409880 ,-689.923828
547 ,404 ,37 ,3331 ,1042 ,0 ,0.000000 ,-49.207912 ,-24.603956 ,42.000000 ,44.053215 ,29.634148 ,0.000000 ,70.837570 ,66.731163 ,-0.841133 ,-1.176297 ,31.439514 ,-689.875977
548 ,404 ,33 ,3331 ,1044 ,0 ,16.402637 ,-16.402637 ,0.000000 ,38.500000 ,29.368809 ,27.256098 ,0.000000 ,70.866943 ,66.758423 ,-0.841133 ,-1.176297 ,31.466770 ,-689.253906
549 ,403 ,33 ,3334 ,1043 ,0 ,16.402637 ,0.000000 ,8.201319 ,35.000000 ,14.684404 ,24.939026 ,0.000000 ,70.881622 ,66.783356 ,-0.833384 ,-1.173611 ,31.491711 ,-689.493164
550 ,404 ,32 ,3333 ,1044 ,0 ,16.402637 ,-16.402637 ,0.000000 ,31.500000 ,29.368809 ,22.500000 ,0.000000 ,70.910995 ,66.805855 ,-0.833384 ,-1.173611 ,31.514210 ,-690.498047
551 ,415 ,39 ,3336 ,1048 ,0 ,-16.402637 ,-16.402637 ,-16.402637 ,28.000000 ,0.000000 ,20.731709 ,0.000000 ,70.910995 ,66.826591 ,-0.848884 ,-1.178975 ,31.534941 ,-690.115234
552 ,410 ,41 ,3336 ,1052 ,0 ,16.402637 ,-16.402637 ,0.000000 ,24.500000 ,29.368809 ,18.780489 ,0.000000 ,70.940361 ,66.845367 ,-0.848884 ,-1.178975 ,31.553722 ,-687.339844
553 ,408 ,35 ,3333 ,1049 ,0 ,0.000000 ,0.000000 ,0.000000 ,21.000000 ,0.000000 ,15.975610 ,0.000000 ,70.940361 ,66.861343 ,-0.848884 ,-1.178975 ,31.569698 ,-686.047852
554 ,408 ,35 ,3333 ,1049 ,0 ,0.000000 ,-16.402637 ,-8.201319 ,17.500000 ,14.684404 ,12.743903 ,0.000000 ,70.955048 ,66.874092 ,-0.856637 ,-1.181651 ,31.582441 ,-687.435547
555 ,408 ,35 ,3333 ,1049 ,0 ,0.000000 ,0.000000 ,0.000000 ,14.000000 ,0.000000 ,9.573171 ,0.000000 ,70.955048 ,66.883667 ,-0.856637 ,-1.181651 ,31.592014 ,-689.636719
556 ,409 ,35 ,3333 ,1048 ,0 ,0.000000 ,0.000000 ,0.000000 ,10.500000 ,0.000000 ,6.646342 ,0.000000 ,70.955048 ,66.890312 ,-0.856637 ,-1.181651 ,31.598661 ,-689.541016
557 ,409 ,36 ,3335 ,1050 ,0 ,0.000000 ,0.000000 ,0.000000 ,7.000000 ,0.000000 ,3.292683 ,0.000000 ,70.955048 ,66.893600 ,-0.856637 ,-1.181651 ,31.601954 ,-689.923828
558 ,409 ,37 ,3334 ,1049 ,0 ,0.000000 ,0.000000 ,0.000000 ,3.500000 ,0.000000 ,-0.548781 ,0.000000 ,0.000000 ,-3.106946 ,0.000000 ,0.000000 ,31.601404 ,-691.885742
559 ,408 ,34 ,3332 ,1048 ,0 ,0.000000 ,-16.402637 ,-8.201319 ,0.000000 ,14.684404 ,-3.475610 ,0.000000 ,0.014684 ,-3.110422 ,-0.000002 ,-0.008201 ,31.597929 ,-692.412109
560 ,406 ,33 ,3335 ,1045 ,0 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,-5.243903 ,0.000000 ,0.014684 ,-3.115666 ,-0.000002 ,-0.008201 ,31.592686 ,-692.842773
561 ,411 ,40 ,3336 ,1054 ,0 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,-5.914634 ,0.000000 ,0.014684 ,-3.121581 ,-0.000002 ,-0.008201 ,31.586771 ,-692.172852
562 ,410 ,38 ,3335 ,1050 ,0 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,-5.914634 ,0.000000 ,0.014684 ,-3.127495 ,-0.000002 ,-0.008201 ,31.580856 ,-691.024414
563 ,407 ,36 ,3334 ,1048 ,0 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,-5.670732 ,0.000000 ,0.014684 ,-3.133166 ,-0.000002 ,-0.008201 ,31.575186 ,-690.402344
564 ,408 ,36 ,3333 ,1048 ,0 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,-5.000000 ,0.000000 ,0.014684 ,-3.138166 ,-0.000002 ,-0.008201 ,31.570185 ,-689.397461
565 ,406 ,36 ,3330 ,1046 ,0 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,-4.207317 ,0.000000 ,0.014684 ,-3.142373 ,-0.000002 ,-0.008201 ,31.565979 ,-688.009766
566 ,406 ,35 ,3329 ,1048 ,0 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,-2.987805 ,0.000000 ,0.014684 ,-3.145361 ,-0.000002 ,-0.008201 ,31.562990 ,-686.669922
567 ,407 ,37 ,3329 ,1046 ,0 ,0.000000 ,16.402637 ,8.201319 ,0.000000 ,-14.684404 ,-1.829268 ,0.000000 ,0.000000 ,-3.147190 ,-0.000002 ,0.000000 ,31.561161 ,-685.330078
568 ,407 ,36 ,3329 ,1045 ,0 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,-1.036585 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,31.560125 ,-683.798828
569 ,405 ,34 ,3330 ,1044 ,0 ,0.000000 ,0.000000 ,0.000000 ,-3.500000 ,0.000000 ,-0.426829 ,0.000000 ,0.000000 ,-0.000427 ,0.000000 ,0.000000 ,31.559698 ,-682.458984
570 ,406 ,33 ,3330 ,1042 ,0 ,0.000000 ,0.000000 ,0.000000 ,-7.000000 ,0.000000 ,0.304878 ,0.000000 ,0.000000 ,-0.000122 ,0.000000 ,0.000000 ,31.560003 ,-681.932617
571 ,405 ,34 ,3332 ,1044 ,0 ,0.000000 ,0.000000 ,0.000000 ,-10.500000 ,0.000000 ,0.365854 ,0.000000 ,0.000000 ,0.000244 ,0.000000 ,0.000000 ,31.560368 ,-682.124023
572 ,402 ,28 ,3325 ,1039 ,0 ,0.000000 ,0.000000 ,0.000000 ,-14.000000 ,0.000000 ,-0.060976 ,0.000000 ,0.000000 ,0.000183 ,0.000000 ,0.000000 ,31.560307 ,-683.176758
573 ,408 ,36 ,3329 ,1044 ,0 ,0.000000 ,0.000000 ,0.000000 ,-17.500000 ,0.000000 ,-0.426829 ,0.000000 ,0.000000 ,-0.000244 ,0.000000 ,0.000000 ,31.559881 ,-685.090820
574 ,402 ,33 ,3330 ,1045 ,0 ,0.000000 ,16.402637 ,8.201319 ,-21.000000 ,-14.684404 ,-0.853659 ,0.000000 ,-0.014684 ,-0.001098 ,-0.000002 ,0.008201 ,31.559027 ,-687.722656
575 ,405 ,32 ,3330 ,1044 ,0 ,0.000000 ,0.000000 ,0.000000 ,-24.500000 ,0.000000 ,-1.341463 ,0.000000 ,-0.014684 ,-0.002439 ,-0.000002 ,0.008201 ,31.557686 ,-690.545898
576 ,404 ,33 ,3332 ,1044 ,0 ,-16.402637 ,0.000000 ,-8.201319 ,-28.000000 ,-14.684404 ,-1.707317 ,0.000000 ,-0.029369 ,-0.004146 ,0.000002 ,0.000000 ,31.555979 ,-693.560547
577 ,404 ,32 ,3331 ,1043 ,0 ,-16.402637 ,0.000000 ,-8.201319 ,-31.500000 ,-14.684404 ,-2.256098 ,0.000000 ,-0.044053 ,-0.006402 ,0.000008 ,-0.008201 ,31.553722 ,-696.910156
578 ,405 ,34 ,3331 ,1043 ,0 ,0.000000 ,16.402637 ,8.201319 ,-35.000000 ,-14.684404 ,-2.560976 ,0.000000 ,-0.058738 ,-0.008963 ,0.000000 ,-0.000000 ,31.551161 ,-699.924805
579 ,402 ,33 ,3331 ,1045 ,0 ,-16.402637 ,32.805275 ,8.201319 ,-38.500000 ,-44.053215 ,-3.353659 ,0.000000 ,-0.102791 ,-0.012317 ,-0.000015 ,0.008201 ,31.547808 ,-702.795898
580 ,404 ,32 ,3333 ,1043 ,0 ,-16.402637 ,0.000000 ,-8.201319 ,-42.000000 ,-14.684404 ,-5.365854 ,0.000000 ,-0.117475 ,-0.017683 ,0.000002 ,0.000000 ,31.542442 ,-706.958984
581 ,403 ,31 ,3336 ,1042 ,0 ,-32.805275 ,16.402637 ,-8.201319 ,-45.500000 ,-44.053215 ,-8.536586 ,0.000000 ,-0.161528 ,-0.026220 ,0.000025 ,-0.008201 ,31.533905 ,-711.887695
582 ,408 ,33 ,3335 ,1043 ,0 ,-16.402637 ,0.000000 ,-8.201319 ,-49.000000 ,-14.684404 ,-11.158537 ,0.000000 ,-0.176213 ,-0.037378 ,0.000050 ,-0.016403 ,31.522747 ,-714.806641
583 ,405 ,35 ,3334 ,1045 ,0 ,-32.805275 ,32.805275 ,0.000000 ,-52.500000 ,-58.737617 ,-12.500000 ,0.000000 ,-0.234950 ,-0.049878 ,0.000050 ,-0.016403 ,31.510246 ,-715.524414
584 ,402 ,33 ,3331 ,1043 ,0 ,-16.402637 ,16.402637 ,0.000000 ,-56.000000 ,-29.368809 ,-14.146341 ,0.000000 ,-0.264319 ,-0.064024 ,0.000050 ,-0.016403 ,31.496099 ,-715.667969
585 ,401 ,33 ,3330 ,1042 ,0 ,-32.805275 ,16.402637 ,-8.201319 ,-59.500000 ,-44.053215 ,-15.914635 ,0.000000 ,-0.308373 ,-0.079939 ,0.000095 ,-0.024604 ,31.480185 ,-715.333008
586 ,400 ,33 ,3332 ,1040 ,0 ,-32.805275 ,16.402637 ,-8.201319 ,-63.000000 ,-44.053215 ,-17.926830 ,0.000000 ,-0.352426 ,-0.097866 ,0.000145 ,-0.032805 ,31.462259 ,-714.567383
587 ,401 ,35 ,3333 ,1040 ,0 ,-16.402637 ,16.402637 ,0.000000 ,-66.500000 ,-29.368809 ,-19.085367 ,0.000000 ,-0.381795 ,-0.116951 ,0.000145 ,-0.032805 ,31.443172 ,-713.514648
588 ,400 ,34 ,3330 ,1039 ,0 ,-32.805275 ,32.805275 ,0.000000 ,-70.000000 ,-58.737617 ,-19.756098 ,0.000000 ,-0.440532 ,-0.136707 ,0.000145 ,-0.032805 ,31.423418 ,-712.366211
589 ,400 ,36 ,3328 ,1038 ,0 ,-32.805275 ,16.402637 ,-8.201319 ,-73.500000 ,-44.053215 ,-20.365854 ,0.000000 ,-0.484585 ,-0.157073 ,0.000214 ,-0.041006 ,31.403051 ,-710.691406
590 ,397 ,32 ,3333 ,1035 ,0 ,-32.805275 ,32.805275 ,0.000000 ,-77.000000 ,-58.737617 ,-20.914635 ,0.000000 ,-0.543323 ,-0.177988 ,0.000214 ,-0.041006 ,31.382137 ,-707.820312
591 ,398 ,36 ,3331 ,1036 ,0 ,-32.805275 ,32.805275 ,0.000000 ,-80.500000 ,-58.737617 ,-21.524391 ,0.000000 ,-0.602061 ,-0.199512 ,0.000214 ,-0.041006 ,31.360613 ,-703.705078
592 ,395 ,29 ,3324 ,1031 ,0 ,-49.207912 ,32.805275 ,-8.201319 ,-84.000000 ,-73.422028 ,-22.134148 ,0.000000 ,-0.675483 ,-0.221646 ,0.000311 ,-0.049207 ,31.338478 ,-699.446289
593 ,403 ,38 ,3328 ,1035 ,0 ,-65.610550 ,32.805275 ,-16.402637 ,-87.500000 ,-88.106430 ,-23.475611 ,0.000000 ,-0.763589 ,-0.245122 ,0.000530 ,-0.065608 ,31.315002 ,-696.670898
594 ,397 ,37 ,3325 ,1032 ,0 ,-32.805275 ,49.207912 ,8.201319 ,-91.000000 ,-73.422028 ,-25.304878 ,0.000000 ,-0.837011 ,-0.270427 ,0.000410 ,-0.057407 ,31.289698 ,-694.421875
595 ,397 ,36 ,3325 ,1031 ,0 ,-32.805275 ,49.207912 ,8.201319 ,-94.500000 ,-73.422028 ,-28.292683 ,0.000000 ,-0.910433 ,-0.298720 ,0.000280 ,-0.049207 ,31.261404 ,-693.608398
596 ,396 ,39 ,3327 ,1030 ,0 ,-32.805275 ,32.805275 ,0.000000 ,-98.000000 ,-58.737617 ,-34.024391 ,0.000000 ,-0.969171 ,-0.332744 ,0.000280 ,-0.049207 ,31.227381 ,-697.340820
597 ,395 ,38 ,3326 ,1029 ,0 ,-32.805275 ,32.805275 ,0.000000 ,-101.500000 ,-58.737617 ,-42.500000 ,0.000000 ,-1.027908 ,-0.375244 ,0.000280 ,-0.049207 ,31.184881 ,-703.178711
598 ,392 ,39 ,3326 ,1027 ,0 ,-16.402637 ,32.805275 ,8.201319 ,-105.000000 ,-44.053215 ,-52.926830 ,0.000000 ,-1.071962 ,-0.428171 ,0.000126 ,-0.041007 ,31.131954 ,-709.782227
599 ,390 ,38 ,3327 ,1024 ,0 ,0.000000 ,16.402637 ,8.201319 ,-108.500000 ,-14.684404 ,-60.792683 ,0.000000 ,-1.086646 ,-0.488963 ,-0.000029 ,-0.032807 ,31.071161 ,-711.409180
600 ,389 ,38 ,3326 ,1019 ,0 ,0.000000 ,32.805275 ,16.402637 ,-112.000000 ,-29.368809 ,-65.487808 ,0.000000 ,-1.116015 ,-0.554451 ,-0.000349 ,-0.016408 ,31.005672 ,-709.399414
601 ,388 ,40 ,3329 ,1017 ,0 ,-16.402637 ,16.402637 ,0.000000 ,-115.500000 ,-29.368809 ,-66.646339 ,0.000000 ,-1.145384 ,-0.621098 ,-0.000349 ,-0.016408 ,30.939028 ,-703.848633
602 ,389 ,40 ,3326 ,1015 ,0 ,-16.402637 ,16.402637 ,0.000000 ,-119.000000 ,-29.368809 ,-65.487808 ,0.000000 ,-1.174752 ,-0.686585 ,-0.000349 ,-0.016408 ,30.873539 ,-696.000977
603 ,385 ,42 ,3322 ,1013 ,0 ,-16.402637 ,32.805275 ,8.201319 ,-122.500000 ,-44.053215 ,-63.902439 ,0.000000 ,-1.218806 ,-0.750488 ,-0.000523 ,-0.008208 ,30.809637 ,-692.507812
604 ,380 ,42 ,3323 ,1008 ,0 ,-16.402637 ,32.805275 ,8.201319 ,-126.000000 ,-44.053215 ,-63.475613 ,0.000000 ,-1.262859 ,-0.813963 ,-0.000704 ,-0.000009 ,30.746161 ,-692.459961
605 ,380 ,42 ,3323 ,1005 ,0 ,-16.402637 ,16.402637 ,0.000000 ,-129.500000 ,-29.368809 ,-62.743904 ,0.000000 ,-1.292228 ,-0.876707 ,-0.000704 ,-0.000009 ,30.683416 ,-693.321289
606 ,378 ,43 ,3321 ,1003 ,0 ,-32.805275 ,49.207912 ,8.201319 ,-133.000000 ,-73.422028 ,-61.036587 ,0.000000 ,-1.365650 ,-0.937744 ,-0.000900 ,0.008190 ,30.622381 ,-691.072266
607 ,376 ,44 ,3324 ,1003 ,0 ,-32.805275 ,49.207912 ,8.201319 ,-136.500000 ,-73.422028 ,-59.024391 ,0.000000 ,-1.439072 ,-0.996768 ,-0.001106 ,0.016389 ,30.563356 ,-686.813477
608 ,376 ,43 ,3321 ,998 ,0 ,-32.805275 ,32.805275 ,0.000000 ,-140.000000 ,-58.737617 ,-58.353661 ,0.000000 ,-1.497809 ,-1.055122 ,-0.001106 ,0.016389 ,30.505003 ,-681.980469
609 ,372 ,42 ,3319 ,994 ,0 ,-32.805275 ,49.207912 ,8.201319 ,-143.500000 ,-73.422028 ,-58.597561 ,0.000000 ,-1.571231 ,-1.113720 ,-0.001330 ,0.024587 ,30.446405 ,-678.104492
610 ,370 ,41 ,3318 ,990 ,0 ,-32.805275 ,65.610550 ,16.402637 ,-147.000000 ,-88.106430 ,-60.000000 ,0.000000 ,-1.659338 ,-1.173720 ,-0.001805 ,0.040983 ,30.386404 ,-676.429688
611 ,368 ,45 ,3320 ,991 ,0 ,-32.805275 ,82.013184 ,24.603956 ,-150.500000 ,-102.790833 ,-62.012196 ,0.000000 ,-1.762129 ,-1.235732 ,-0.002562 ,0.065575 ,30.324392 ,-677.578125
612 ,361 ,41 ,3315 ,982 ,0 ,-49.207912 ,49.207912 ,0.000000 ,-154.000000 ,-88.106430 ,-64.573174 ,0.000000 ,-1.850235 ,-1.300305 ,-0.002562 ,0.065575 ,30.259819 ,-681.597656
613 ,367 ,46 ,3317 ,982 ,0 ,-49.207912 ,49.207912 ,0.000000 ,-157.500000 ,-88.106430 ,-67.621956 ,0.000000 ,-1.938341 ,-1.367927 ,-0.002562 ,0.065575 ,30.192198 ,-687.579102
614 ,364 ,47 ,3315 ,980 ,0 ,-32.805275 ,82.013184 ,24.603956 ,-161.000000 ,-102.790833 ,-71.158539 ,0.000000 ,-2.041132 ,-1.439085 ,-0.003438 ,0.090163 ,30.121038 ,-693.560547
615 ,360 ,46 ,3315 ,975 ,0 ,-32.805275 ,82.013184 ,24.603956 ,-164.500000 ,-102.790833 ,-75.243904 ,0.000000 ,-2.143923 ,-1.514329 ,-0.004359 ,0.114750 ,30.045795 ,-700.307617
616 ,358 ,50 ,3314 ,972 ,0 ,-49.207912 ,65.610550 ,8.201319 ,-168.000000 ,-102.790833 ,-78.536591 ,0.000000 ,-2.246714 ,-1.592866 ,-0.004680 ,0.122945 ,29.967258 ,-706.480469
617 ,357 ,49 ,3313 ,969 ,0 ,-65.610550 ,65.610550 ,0.000000 ,-171.500000 ,-117.475235 ,-80.914635 ,0.000000 ,-2.364189 ,-1.673781 ,-0.004680 ,0.122945 ,29.886343 ,-710.930664
618 ,355 ,51 ,3315 ,966 ,0 ,-49.207912 ,65.610550 ,8.201319 ,-175.000000 ,-102.790833 ,-83.780487 ,0.000000 ,-2.466980 ,-1.757561 ,-0.005033 ,0.131139 ,29.802563 ,-713.753906
619 ,350 ,50 ,3312 ,960 ,0 ,-49.207912 ,82.013184 ,16.402637 ,-178.500000 ,-117.475235 ,-87.743904 ,0.000000 ,-2.584455 ,-1.845305 ,-0.005773 ,0.147525 ,29.714819 ,-715.141602
620 ,347 ,51 ,3312 ,955 ,0 ,-32.805275 ,65.610550 ,16.402637 ,-182.000000 ,-88.106430 ,-92.134148 ,0.000000 ,-2.672562 ,-1.937439 ,-0.006538 ,0.163909 ,29.622684 ,-715.859375
621 ,342 ,53 ,3312 ,953 ,0 ,-65.610550 ,65.610550 ,0.000000 ,-185.500000 ,-117.475235 ,-97.317078 ,0.000000 ,-2.790037 ,-2.034756 ,-0.006538 ,0.163909 ,29.525368 ,-717.869141
622 ,341 ,52 ,3309 ,947 ,0 ,-49.207912 ,49.207912 ,0.000000 ,-189.000000 ,-88.106430 ,-102.500000 ,0.000000 ,-2.878144 ,-2.137256 ,-0.006538 ,0.163909 ,29.422869 ,-718.491211
623 ,343 ,55 ,3306 ,941 ,0 ,-49.207912 ,49.207912 ,0.000000 ,-192.500000 ,-88.106430 ,-106.463417 ,0.000000 ,-2.966250 ,-2.243720 ,-0.006538 ,0.163909 ,29.316404 ,-716.577148
624 ,337 ,55 ,3305 ,936 ,0 ,-32.805275 ,65.610550 ,16.402637 ,-196.000000 ,-88.106430 ,-109.573174 ,0.000000 ,-3.054356 ,-2.353293 ,-0.007412 ,0.180289 ,29.206831 ,-712.701172
625 ,335 ,57 ,3302 ,932 ,0 ,-49.207912 ,65.610550 ,8.201319 ,-199.500000 ,-102.790833 ,-110.670731 ,0.000000 ,-3.157147 ,-2.463964 ,-0.007863 ,0.188478 ,29.096161 ,-705.954102
